date,views,likes,comments
2012-03-07,319609,4300,3011
2012-03-06,1574306,32000,1520
2012-03-03,13567642,346000,18008
2012-03-01,2140298,18000,1242
2012-03-01,331480,3400,1549
2012-03-01,466492,7200,971
2012-02-28,38221,548,49
2012-02-28,781550,7400,472
2012-02-24,331127,3300,394
2012-02-23,217344,1800,189
2012-02-23,51899,814,237
2012-02-21,59461,1000,151
2012-02-20,189879,2400,333
2012-02-17,44925,384,29
2012-02-16,46992,436,75
2012-02-15,23717,230,33
2012-02-14,3622009,35000,5200
2012-02-13,101667,1300,176
2012-02-10,1933194,17000,696
2012-02-09,1614117,27000,3068
2012-02-08,318920,3200,557
2012-02-07,50879,879,209
2012-02-06,113375,1300,113
2012-02-03,69732,1000,195
2012-02-02,57119,781,111
2012-02-02,3697246,47000,993
2012-01-31,154796,1800,272
2012-01-30,2998206,91000,12894
2012-01-27,78822,824,271
2012-01-27,62620,588,262
2012-01-25,335643,6000,404
2012-01-24,94402,1200,165
2012-01-23,226771,2000,469
2012-01-19,473321,3200,189
2012-01-19,507700,9700,829
2012-01-18,94163,1600,103
2012-01-17,1229431,27000,5172
2012-01-16,23860,481,84
2012-01-14,34370,318,141
2012-01-12,2032988,48000,3939
2012-01-11,42413,551,131
2012-01-06,46678,592,182
2012-01-05,131803,1800,381
2012-01-04,225439,2500,393
2012-01-03,705700,5000,748
2011-12-23,108254,1900,144
2011-12-22,41776,559,113
2011-12-21,279951,2700,243
2011-12-20,96511,1400,214
2011-12-19,507767,6500,687
2011-12-17,43848,665,115
2011-12-15,93549,1000,161
2011-12-15,98520,1200,107
2011-12-14,100790,1600,148
2011-12-12,33258,387,89
2011-12-09,151098,1900,163
2011-12-08,136530,1700,244
2011-12-07,148046,2200,216
2011-12-07,300548,5600,366
2011-12-02,390613,7200,496
2011-12-01,105690,1500,159
2011-11-29,232140,1800,153
2011-11-28,152138,2100,219
2011-11-28,86424,1600,181
2011-11-26,1046426,11000,464
2011-11-23,145481,1600,237
2011-11-22,128257,1500,182
2011-11-21,144460,2500,330
2011-11-18,80129,1700,229
2011-11-17,90345,1300,274
2011-11-16,7245881,21000,2191
2011-11-15,3252734,18000,1767
2011-11-11,528910,7500,272
2011-11-10,152479,1600,119
2011-11-09,62309,964,96
2011-11-09,70093,1900,124
2011-11-07,136099,3000,863
2011-11-04,378242,1400,159
2011-11-03,303571,4800,335
2011-11-02,58381,581,179
2011-11-01,305988,5800,447
2011-10-31,101982,1200,227
2011-10-29,66164,615,79
2011-10-27,56272,1100,137
2011-10-27,1466390,13000,2432
2011-10-24,966297,11000,2510
2011-10-21,59520,541,94
2011-10-21,167188,1900,244
2011-10-19,39669,404,166
2011-10-18,168741,3500,494
2011-10-17,490001,6500,318
2011-10-15,243018,3700,473
2011-10-14,22028834,221000,15572
2011-10-12,44706,514,66
2011-10-12,129880,2000,146
2011-10-11,322788,3000,244
2011-10-08,37036,192,59
2011-10-06,117982,2500,218
2011-10-05,876847,9400,424
2011-10-05,43011,815,125
2011-10-04,248877,2100,439
2011-09-30,59640,416,164
2011-09-30,684494,11000,628
2011-09-29,26405,273,42
2011-09-27,51027,692,62
2011-09-27,215480,2600,139
2011-09-27,351828,5200,186
2011-09-22,47000,603,107
2011-09-22,55449,463,115
2011-09-20,229899,3600,224
2011-09-19,317612,3400,520
2011-09-17,93256,831,373
2011-09-15,216948,2500,301
2011-09-15,43033,590,265
2011-09-13,105540,1400,301
2011-09-12,70880,995,324
2011-09-09,68232,1100,109
2011-09-09,67157,972,288
2011-09-07,44504,649,141
2011-09-06,42133,482,123
2011-09-02,242545,3200,326
2011-09-02,74384,655,125
2011-09-01,50981,917,321
2011-08-30,109138,1400,263
2011-08-30,125987,1000,87
2011-08-13,984027,9200,451
2011-08-12,51522,726,175
2011-08-10,146190,1600,185
2011-08-10,28263,425,93
2011-08-08,58630,921,98
2011-08-06,110345,1500,607
2011-08-05,515407,5600,1316
2011-08-05,41916,432,69
2011-08-04,233465,2300,393
2011-08-02,786010,5900,684
2011-08-01,61307,659,157
2011-07-29,3799338,55000,1173
2011-07-29,93556,856,250
2011-07-28,180377,4100,183
2011-07-27,153802,2000,182
2011-07-25,127236,2400,608
2011-07-23,3501670,27000,2888
2011-07-21,479271,5700,418
2011-07-20,402040,6800,584
2011-07-20,255285,4000,281
2011-07-19,84508,559,148
2011-07-15,315625,5300,382
2011-07-14,102664,1800,351
2011-07-14,51918,1000,202
2011-07-10,36567,381,66
2011-07-08,63109,889,202
2011-07-07,69879,1000,131
2011-07-05,198190,1500,256
2011-07-01,1163635,15000,281
2011-07-01,76371,1200,80
2011-07-01,48383,768,75
2011-06-28,1014973,21000,2873
2011-06-25,69243,614,196
2011-06-24,190662,2200,241
2011-06-24,39778,440,131
2011-06-22,31683,456,80
2011-06-22,921134,10000,886
2011-06-21,60487,631,207
2011-06-18,85792,1000,199
2011-06-18,27724,327,61
2011-06-16,65766,545,146
2011-06-16,51327,906,137
2011-06-14,121160,1600,135
2011-06-13,59069,838,158
2011-06-11,207478,2200,340
2011-06-11,115422,1700,247
2011-06-09,46159,696,243
2011-06-08,161382,1700,154
2011-06-08,1177910,18000,2847
2011-06-06,78917,843,259
2011-06-03,137181,1400,233
2011-06-03,120292,1500,314
2011-06-03,171148,1200,157
2011-06-03,104798,1000,145
2011-05-27,132065,1600,191
2011-05-27,112980,1700,699
2011-05-25,98495,1100,39
2011-05-24,42537,609,127
2011-05-23,141033,1600,73
2011-05-21,2288575,13000,1040
2011-05-20,141314,1200,95
2011-05-20,216295,2500,295
2011-05-17,133207,1900,259
2011-05-17,216125,2900,116
2011-05-16,759136,16000,591
2011-05-16,36785,569,51
2011-05-12,260696,4900,250
2011-05-12,1279935,13000,835
2011-05-12,39834,906,96
2011-05-09,481579,3800,189
2011-05-06,204882,3300,497
2011-05-06,246216,5000,448
2011-05-03,99299,975,59
2011-05-03,84500,809,112
2011-05-02,1384032,18000,975
2011-05-02,473423,6000,291
2011-04-28,236087,1500,323
2011-04-27,72758,1000,80
2011-04-27,59342,1400,206
2011-04-27,293718,3700,312
2011-04-27,33252,623,57
2011-04-26,73360,1500,348
2011-04-26,630961,7700,466
2011-04-26,30405,266,39
2011-04-26,1337763,15000,398
2011-04-19,156442,2100,560
2011-04-19,66344,783,123
2011-04-19,184362,3700,237
2011-04-14,178575,2000,719
2011-04-14,97957,2100,138
2011-04-11,7038539,81000,9702
2011-04-09,439104,7100,463
2011-04-07,78146,1600,97
2011-04-06,579343,4500,345
2011-04-06,94439,995,85
2011-04-06,773051,6000,507
2011-04-04,275447,2700,446
2011-04-04,110807,1000,87
2011-04-04,1879249,34000,1744
2011-03-31,660452,3100,694
2011-03-31,102545,1300,267
2011-03-31,889308,6300,477
2011-03-29,281428,3000,363
2011-03-28,43507,490,112
2011-03-24,172859,1400,391
2011-03-24,90504,1200,405
2011-03-22,79130,856,191
2011-03-22,621622,7300,438
2011-03-22,6120949,135000,3601
2011-03-21,48369,649,57
2011-03-16,1156965,13000,556
2011-03-16,52695,833,99
2011-03-16,124255,901,152
2011-03-15,181776,2400,342
2011-03-15,188973,2100,168
2011-03-15,20766,177,73
2011-03-15,358625,4200,254
2011-03-10,1264488,16000,1182
2011-03-08,541241,3400,538
2011-03-08,120468,1400,1631
2011-03-05,165551,1500,464
2011-03-05,122752,1500,166
2011-03-05,716398,9100,237
2011-03-05,28233,359,40
2011-02-24,50154,227,117
2011-02-24,28468,408,42
2011-02-21,60146,554,270
2011-02-19,106084,798,308
2011-02-18,36472,210,40
2011-02-18,43983,514,64
2011-02-18,690100,5500,250
2011-02-15,55823,384,109
2011-02-15,2059842,17000,1822
2011-02-10,368096,6600,270
2011-02-09,95178,961,139
2011-02-08,147287,1200,266
2011-02-07,746337,8000,298
2011-02-04,1860843,26000,2581
2011-02-04,85043,1300,144
2011-02-03,98222,616,271
2011-02-03,76777,712,92
2011-01-31,27601,326,87
2011-01-28,30502,296,50
2011-01-27,90438,532,124
2011-01-27,55295,612,39
2011-01-25,2188795,29000,8058
2011-01-21,93392,575,180
2011-01-21,41254,684,73
2011-01-21,50960,709,201
2011-01-18,90744,844,172
2011-01-18,84080,1000,246
2011-01-14,82980,1200,430
2011-01-14,206363,1100,212
2011-01-14,206979,2200,197
2011-01-12,165412,2100,195
2011-01-12,124570,1100,324
2011-01-12,280388,3300,200
2011-01-07,60625,834,143
2011-01-06,502797,9400,1783
2011-01-04,675865,5300,586
2011-01-04,83896,1200,112
2011-01-04,17513335,288000,5518
2011-01-03,35766,431,24
2010-12-22,3450596,46000,4802
2010-12-20,70423,863,86
2010-12-17,210780,1600,229
2010-12-16,149146,1000,173
2010-12-15,280524,2300,169
2010-12-15,86408,593,1083
2010-12-13,774405,17000,518
2010-12-11,730381,12000,1959
2010-12-11,33355,422,181
2010-12-03,79884,521,61
2010-12-02,85786,1000,113
2010-12-01,626926,5700,364
2010-12-01,167951,1400,427
2010-11-30,39844,653,415
2010-11-29,235084,2900,186
2010-11-24,1062423,9600,645
2010-11-24,61028,899,156
2010-11-22,36198,164,172
2010-11-22,16627,135,32
2010-11-22,96472,1000,125
2010-11-17,34759,233,62
2010-11-16,609445,6300,778
2010-11-15,337414,3600,511
2010-11-12,135763,1100,125
2010-11-11,132106,576,105
2010-11-10,205553,2500,348
2010-11-10,33658,250,64
2010-11-10,79701,661,62
2010-11-05,430631,6100,408
2010-11-05,50568,889,177
2010-11-03,63904,285,40
2010-11-03,65914,1200,289
2010-11-01,197923,2200,304
2010-11-01,95969,960,107
2010-10-28,42092,436,97
2010-10-27,24460,211,73
2010-10-27,42958,497,98
2010-10-27,224814,2400,202
2010-10-22,154510,1400,150
2010-10-21,60886,681,87
2010-10-20,94930,731,211
2010-10-19,220223,1900,195
2010-10-18,154518,1700,322
2010-10-15,505766,12000,748
2010-10-14,27763,335,65
2010-10-14,21638,219,60
2010-10-13,301146,2300,445
2010-10-13,91314,1200,186
2010-10-08,193723,1400,325
2010-10-07,161619,2300,221
2010-10-06,23892,223,54
2010-10-06,208748,1800,316
2010-09-30,85224,1100,204
2010-09-29,22902,222,47
2010-09-29,205078,3000,255
2010-09-27,63446,332,107
2010-09-24,120165,1300,184
2010-09-23,57502,607,213
2010-09-24,16959,133,28
2010-09-23,36320,345,78
2010-09-21,1548062,11000,396
2010-09-20,163864,1200,225
2010-09-17,274651,2500,343
2010-09-16,87603,818,148
2010-09-15,578036,3500,345
2010-09-14,234918,1400,236
2010-09-13,96600,920,318
2010-09-10,73639,574,108
2010-09-09,34418,390,63
2010-09-08,26276,166,43
2010-09-07,935509,11000,704
2010-09-03,142530,1400,197
2010-09-02,1580872,26000,777
2010-09-01,178622,1600,464
2010-08-31,328034,3500,224
2010-08-30,230946,2300,260
2010-08-27,177740,1100,141
2010-08-26,18668,268,114
2010-08-25,33349,266,42
2010-08-25,27131,344,97
2010-08-23,366435,2600,158
2010-08-20,102387,1000,179
2010-08-19,4287968,41000,1732
2010-08-19,459751,2000,180
2010-08-18,152451,648,420
2010-08-17,167299,1800,547
2010-08-16,61932,591,91
2010-07-30,139080,989,125
2010-07-29,182547,2600,296
2010-07-29,25223,245,59
2010-07-26,657116,6500,604
2010-07-23,97780,756,115
2010-07-22,367170,2700,662
2010-07-20,132608,1400,551
2010-07-19,623699,14000,1760
2010-07-19,367427,6800,373
2010-07-19,363342,3700,256
2010-07-13,80986,1000,166
2010-07-09,25110,301,144
2010-07-07,54072,504,204
2010-07-06,378923,6200,389
2010-07-02,75795,695,232
2010-07-01,131857,1400,203
2010-06-30,42427,393,37
2010-06-30,40363,405,67
2010-06-26,154175,891,165
2010-06-24,59586,838,100
2010-06-23,81958,595,56
2010-06-22,43806,508,131
2010-06-21,164469,1400,175
2010-06-18,29130,187,34
2010-06-17,229647,2500,351
2010-06-16,30793,371,54
2010-06-15,114798,1000,402
2010-06-14,710913,8700,856
2010-06-11,476179,4300,238
2010-06-10,451221,4000,2211
2010-06-09,178264,2200,186
2010-06-08,27793,378,43
2010-06-08,469832,9200,446
2010-06-04,80362,978,98
2010-06-04,419569,6700,564
2010-06-03,467218,9100,1372
2010-06-03,151040,1500,163
2010-06-01,432600,2300,353
2010-06-01,28640,407,100
2010-05-28,238352,1200,167
2010-05-27,48449,471,219
2010-05-26,192256,1400,474
2010-05-25,197981,1900,202
2010-05-24,1524200,17000,1040
2010-05-21,227730,3000,1311
2010-05-20,51257,605,208
2010-05-19,20242,227,51
2010-05-18,247844,1500,388
2010-05-17,1215465,17000,1400
2010-05-14,240603,2500,169
2010-05-13,346194,3600,253
2010-05-12,31122,405,48
2010-05-11,98726,974,149
2010-05-10,376566,3500,279
2010-05-10,27478,260,47
2010-05-07,77074,444,90
2010-05-06,196959,1700,87
2010-05-05,69297,917,146
2010-05-04,15845548,214000,4179
2010-05-04,396144,7500,339
2010-04-30,289549,3800,190
2010-04-29,46567,556,74
2010-04-28,44410,568,70
2010-04-27,550221,10000,804
2010-04-23,37551,553,82
2010-04-22,1968878,8600,219
2010-04-21,16900,263,34
2010-04-20,3864274,88000,12857
2010-04-19,82991,1000,78
2010-04-16,32452,206,100
2010-04-15,63437,947,80
2010-04-14,34133,445,67
2010-04-12,438745,7700,2206
2010-04-09,190777,1800,195
2010-04-08,34347,440,35
2010-04-07,135430,1500,150
2010-04-06,63626,983,88
2010-04-05,154087,1500,256
2010-04-02,1533860,12000,419
2010-04-02,69936,804,37
2010-04-01,29029,329,42
2010-04-01,142491,939,57
2010-04-01,65821,1200,163
2010-03-31,43665,449,96
2010-03-30,57218,548,57
2010-03-26,87282,931,130
2010-03-25,70950,921,277
2010-03-24,52963,789,87
2010-03-23,22961,205,59
2010-03-22,2586416,55000,11129
2010-03-18,100003,706,120
2010-03-17,1288630,22000,3210
2010-03-16,35470,354,128
2010-03-15,92156,1400,246
2010-03-12,241059,1700,273
2010-03-10,306990,4200,297
2010-03-09,49806,624,130
2010-03-08,58864,616,58
2010-03-05,1301187,9800,1242
2010-03-04,396002,6200,390
2010-03-03,59350,545,92
2010-03-02,439938,6500,364
2010-03-01,1153372,14000,528
2010-02-27,115587,1400,83
2010-02-26,66703,380,120
2010-02-24,1021183,13000,665
2010-02-23,47586,383,58
2010-02-22,61783,1000,167
2010-02-22,84897,1000,131
2010-02-21,4143649,33000,20398
2010-02-19,590139,4100,389
2010-02-19,120361,1100,300
2010-02-18,43353,557,118
2010-02-12,2132988,28000,1831
2010-02-05,75304,470,64
2010-02-05,74844,607,103
2010-02-03,32305,428,59
2010-02-03,44552,449,56
2010-02-02,63734,533,44
2010-01-29,539795,4300,179
2010-01-28,108220,880,86
2010-01-27,204267,2600,551
2010-01-26,46684,357,28
2010-01-25,76583,543,115
2010-01-21,325323,2600,309
2010-01-21,34868,2700,35
2010-01-19,21997583,333000,25170
2010-01-15,64739,836,98
2010-01-14,35463,198,17
2010-01-12,76173,561,45
2010-01-11,46701,519,91
2010-01-09,191448,1200,146
2010-01-07,58137,715,119
2010-01-06,640587,4600,429
2010-01-05,55939,532,99
2010-01-04,289267,3300,276
2010-01-01,49486,497,123
2009-12-23,34720,251,64
2009-12-23,114411,1100,343
2009-12-21,87206,569,118
2009-12-18,121540,1300,131
2009-12-17,40383,529,104
2009-12-17,162431,1100,90
2009-12-15,32256,291,28
2009-12-15,54872,603,78
2009-12-11,104911,904,505
2009-12-10,40751,284,38
2009-12-09,121194,756,64
2009-12-09,100336,673,45
2009-12-09,571231,5100,456
2009-12-04,44256,456,30
2009-12-03,117390,1500,76
2009-12-03,110164,2800,382
2009-12-03,2639386,11000,1925
2009-12-02,1077120,20000,1376
2009-12-01,43807,382,236
2009-11-26,127346,986,164
2009-11-26,79993,911,112
2009-11-25,393625,4000,442
2009-11-24,170833,1400,271
2009-11-20,151208,1400,300
2009-11-19,752458,12000,819
2009-11-18,5096680,44000,2625
2009-11-13,38711,277,71
2009-11-13,42130,282,64
2009-11-13,15421,202,90
2009-11-13,14536,179,31
2009-11-02,113730,519,96
2009-10-30,533080,2500,373
2009-10-29,126148,997,159
2009-10-28,91933,791,143
2009-10-27,63223,576,131
2009-10-26,181291,3300,326
2009-10-23,87906,506,100
2009-10-22,35686,483,128
2009-10-21,549672,4700,167
2009-10-20,84962,496,84
2009-10-20,28244,273,62
2009-10-16,339924,3300,146
2009-10-15,489688,5200,373
2009-10-14,376140,4300,186
2009-10-14,184369,655,282
2009-10-13,1609860,18000,1322
2009-10-09,58195,441,67
2009-10-08,2992295,23000,2162
2009-10-08,10449189,206000,9103
2009-10-06,223816,2700,449
2009-10-06,164244,959,222
2009-10-06,422415,3500,115
2009-10-01,46494,561,107
2009-09-30,566432,4600,113
2009-09-30,113976,1200,474
2009-09-28,634573,6100,1269
2009-09-26,54117,387,55
2009-09-25,99172,1000,90
2009-09-23,361959,3400,213
2009-09-22,56634,665,113
2009-09-22,142646,948,104
2009-09-21,143811,1200,197
2009-09-18,5772933,85000,4659
2009-09-18,72627,1700,138
2009-09-15,517032,6100,245
2009-09-14,120623,1200,136
2009-09-12,93836,702,128
2009-09-12,532987,4600,394
2009-09-10,129919,1100,194
2009-09-10,176294,1300,440
2009-09-10,24841,227,83
2009-09-10,283134,3000,253
2009-09-09,70332,652,86
2009-09-03,37353,280,89
2009-09-01,44043,472,98
2009-08-31,55484,658,83
2009-08-31,52619,623,102
2009-08-31,142604,1400,94
2009-08-31,86577,1000,196
2009-08-26,10195393,81000,3081
2009-08-10,850124,4300,306
2009-08-10,15169,283,66
2009-08-08,280737,3200,855
2009-08-08,164987,1900,125
2009-08-08,250952,3000,252
2009-08-06,247570,3700,166
2009-08-05,152897,2500,430
2009-08-04,1805017,20000,2249
2009-08-04,154670,1500,170
2009-07-31,439334,9800,3108
2009-07-30,53787,736,80
2009-07-29,1837374,36000,1028
2009-07-22,279521,3900,1201
2009-07-16,629911,7900,493
2009-07-15,26606,369,44
2009-07-13,79360,870,254
2009-07-09,119205,2500,540
2009-07-08,71799,782,83
2009-07-07,113052,765,60
2009-07-06,329035,2100,98
2009-07-02,115331,1000,102
2009-07-02,73331,743,72
2009-06-29,216370,2500,263
2009-06-26,16714,196,21
2009-06-26,25059,250,28
2009-06-24,31015,324,71
2009-06-22,140328,1700,120
2009-06-19,122005,1000,248
2009-06-17,190236,2700,776
2009-06-16,145064,1100,111
2009-06-15,61725,492,86
2009-06-15,318124,2400,63
2009-06-13,48979,712,81
2009-06-13,11854,215,38
2009-06-13,14629,199,36
2009-06-13,31905,241,89
2009-06-05,54957,520,80
2009-06-03,60636,688,84
2009-06-02,84236,978,185
2009-06-01,52986,554,186
2009-05-29,145881,1800,283
2009-05-29,44899,540,75
2009-05-27,118026,1000,208
2009-05-26,109096,754,287
2009-05-22,24760,145,11
2009-05-22,56179,219,114
2009-05-21,45478,384,72
2009-05-20,18674918,171000,7237
2009-05-19,1772318,27000,722
2009-05-18,217316,1500,92
2009-05-16,636560,3800,277
2009-05-14,304531,1800,185
2009-05-13,244166,2000,373
2009-05-12,41748,378,199
2009-05-11,286196,2400,190
2009-05-08,64346,504,200
2009-05-07,50222,627,409
2009-05-06,737442,5100,605
2009-05-05,66824,696,85
2009-05-05,100114,821,177
2009-05-01,567762,4300,985
2009-04-30,196241,3100,693
2009-04-29,1345024,17000,1121
2009-04-28,135066,1000,175
2009-04-27,56999,636,209
2009-04-24,37202,403,185
2009-04-23,17818,153,47
2009-04-22,15201,157,35
2009-04-22,59365,470,87
2009-04-20,112691,1200,113
2009-04-18,78646,488,42
2009-04-16,1013188,14000,516
2009-04-15,59135,498,100
2009-04-14,42859,479,205
2009-04-13,124368,1300,339
2009-04-10,52810,522,55
2009-04-09,423783,2100,159
2009-04-08,280800,2900,268
2009-04-08,132936,969,273
2009-04-06,48263,293,32
2009-04-03,230160,1500,482
2009-04-02,22663,136,30
2009-04-02,335585,1000,229
2009-03-31,81435,622,62
2009-03-30,21479,174,39
2009-03-27,311981,715,232
2009-03-26,2292785,23000,873
2009-03-26,99895,740,112
2009-03-24,90570,699,58
2009-03-23,45704,383,81
2009-03-21,467420,6900,299
2009-03-21,83458,1300,69
2009-03-19,284203,5700,226
2009-03-18,715412,7800,404
2009-03-16,267239,2700,720
2009-03-13,385097,4000,361
2009-03-12,337258,2600,156
2009-03-11,1098160,9900,614
2009-03-10,2149701,5400,691
2009-03-06,168465,1400,458
2009-03-06,7081181,142000,6010
2009-03-04,40984,382,31
2009-03-03,153499,2500,203
2009-03-02,61193,241,182
2009-02-28,99078,447,74
2009-02-26,54072,453,34
2009-02-25,211794,998,145
2009-02-24,169727,874,126
2009-02-20,167409,1900,488
2009-02-19,298858,4200,298
2009-02-19,1449115,11000,1625
2009-02-19,165229,1500,108
2009-02-17,873798,9900,1123
2009-02-16,510329,7200,420
2009-02-13,168338,800,122
2009-02-10,4657165,63000,2873
2009-02-06,661388,2900,870
2009-02-03,107744,528,97
2009-02-01,1125944,4800,477
2009-01-31,29009,280,42
2009-01-30,219045,791,61
2009-01-29,308907,2300,634
2009-01-27,209769,2700,413
2009-01-26,28691,211,27
2009-01-24,68381,545,66
2009-01-23,27682,201,39
2009-01-20,132125,1500,49
2009-01-18,177181,2200,75
2009-01-16,174976,1200,78
2009-01-16,198868,1800,126
2009-01-15,291389,3100,102
2009-01-14,24041,143,29
2009-01-14,65096,488,72
2009-01-13,78138,388,158
2009-01-08,23317,145,38
2009-01-06,121613,2300,494
2008-12-25,205490,1800,196
2008-12-24,205423,2700,268
2008-12-20,53451,331,126
2008-12-19,113958,511,65
2008-12-18,1774012,17000,856
2008-12-16,44348,404,38
2008-12-13,39590,352,96
2008-12-11,8418,40,21
2008-12-10,29572,244,28
2008-12-10,122554,872,56
2008-12-08,147718,397,104
2008-12-06,36491,153,119
2008-12-05,30282,257,91
2008-12-05,34176,161,26
2008-12-03,41136,445,32
2008-12-02,32979,257,76
2008-12-02,14043,95,23
2008-11-26,170292,1600,251
2008-11-25,76396,747,195
2008-11-22,384016,2100,712
2008-11-21,22723,137,34
2008-11-21,48941,427,45
2008-11-19,30668,183,54
2008-11-13,58693,233,67
2008-11-12,149031,1100,385
2008-11-11,45442,287,86
2008-11-11,75590,1100,68
2008-11-11,296046,1800,65
2008-11-06,193755,3200,201
2008-11-06,36827,189,14
2008-11-05,131874,188,61
2008-11-05,14162,71,10
2008-11-05,34017,115,25
2008-10-29,274207,1400,229
2008-10-28,1333602,15000,3026
2008-10-27,40289,169,45
2008-10-25,888306,7300,350
2008-10-24,35287,153,54
2008-10-21,218478,2000,172
2008-10-20,299927,3100,305
2008-10-18,29086,207,58
2008-10-13,26150,160,20
2008-10-11,41235,318,72
2008-10-11,26377,203,76
2008-10-11,124354,1300,325
2008-10-11,27567,178,14
2008-10-11,18487,101,6
2008-10-11,59944,296,71
2008-10-11,47325,243,35
2008-10-09,116990,562,53
2008-10-08,22325,218,25
2008-10-08,461846,7100,634
2008-10-08,212995,1000,79
2008-09-30,57196,516,98
2008-09-30,198119,2100,86
2008-09-24,2551404,32000,415
2008-09-20,71537,659,151
2008-09-19,606628,9500,1442
2008-09-18,63926,347,84
2008-09-16,11214,61,22
2008-09-16,100344,408,31
2008-09-11,44648,433,54
2008-09-10,27041,222,33
2008-09-10,115308,736,206
2008-09-09,59465,874,68
2008-09-06,70498,531,149
2008-09-05,17682,158,8
2008-09-05,49044,528,83
2008-09-04,68474,652,59
2008-08-29,1233866,5300,484
2008-08-28,175585,977,64
2008-08-26,18682,118,36
2008-08-26,74106,642,136
2008-08-23,236606,1100,22
2008-08-22,246850,2500,314
2008-08-21,2921967,26000,1604
2008-08-20,42763,364,17
2008-08-04,37716,143,37
2008-07-31,686097,11000,333
2008-07-31,94546,571,88
2008-07-29,205822,1100,210
2008-07-28,15822,100,54
2008-07-26,16744,76,14
2008-07-24,29350,211,23
2008-07-24,69912,543,115
2008-07-23,67582,751,42
2008-07-21,1206787,12000,453
2008-07-21,10478276,94000,7465
2008-07-17,257359,2900,745
2008-07-17,2373808,41000,3113
2008-07-16,1595415,16000,731
2008-07-14,103932,1300,179
2008-07-14,378742,2300,161
2008-07-14,111857,928,57
2008-07-10,52246,456,73
2008-07-09,32365,315,43
2008-07-09,9600,97,6
2008-07-09,39451,275,30
2008-07-09,72978,773,65
2008-07-09,121617,457,117
2008-07-08,12179,77,54
2008-06-27,45383,250,32
2008-06-27,6860741,176000,6172
2008-06-25,392545,3600,621
2008-06-24,82283,392,85
2008-06-24,68157,571,53
2008-06-23,156659,1100,137
2008-06-23,111763,836,43
2008-06-13,50555,278,35
2008-06-13,77800,728,109
2008-06-04,51916,442,50
2008-06-04,144838,1700,428
2008-06-03,51536,267,71
2008-05-28,18048,109,30
2008-05-28,49548,471,27
2008-05-22,69360,448,32
2008-05-22,93919,759,112
2008-05-21,128125,668,84
2008-05-21,652988,5000,744
2008-05-19,391846,3900,431
2008-05-12,167629,1600,128
2008-05-12,24831,200,31
2008-05-09,3804450,67000,4241
2008-05-08,20840,129,7
2008-04-30,75655,738,132
2008-04-30,1155403,10000,2149
2008-04-23,2788174,31000,3973
2008-04-23,437933,2600,217
2008-04-21,38498,212,20
2008-04-21,73252,627,61
2008-04-21,55690,358,44
2008-04-16,49065,240,37
2008-04-16,143672,1300,367
2008-04-16,858418,8300,2851
2008-04-16,39615,146,54
2008-04-16,2508920,47000,29774
2008-04-16,857844,9200,1386
2008-04-15,83972,1300,124
2008-04-15,132947,1600,202
2008-04-15,2636425,39000,6536
2008-04-15,171311,845,49
2008-04-15,2579077,19000,1009
2008-04-15,13998,120,14
2008-04-15,34243,186,12
2008-04-14,115745,659,30
2008-04-14,77896,485,51
2008-04-11,1782107,13000,1230
2008-04-09,223563,1300,705
2008-04-04,6711945,37000,15102
2008-04-04,14258,68,23
2008-04-04,15048,73,12
2008-04-04,76394,362,59
2008-03-27,1251987,18000,2140
2008-03-27,88850,429,48
2008-03-27,83239,363,31
2008-03-21,62963,492,128
2008-03-19,71131,368,23
2008-03-14,49589,168,23
2008-03-14,7418358,77000,5278
2008-03-13,53586,365,32
2008-03-10,199124,1400,675
2008-03-10,46035,425,35
2008-03-01,91116,254,81
2008-03-01,32531,281,14
2008-03-01,19692,240,15
2008-02-29,25562,243,19
2008-02-29,27911,210,20
2008-02-20,48116,294,13
2008-02-19,81506,1100,112
2008-02-19,397392,2800,295
2008-02-13,49097,306,23
2008-02-08,211044,1200,108
2008-02-07,101683,303,19
2008-02-07,57558,544,26
2008-02-02,18388,110,36
2008-02-02,32737,374,27
2008-02-01,47051,157,16
2008-01-25,29696,172,26
2008-01-24,77698,711,54
2008-01-24,44293,290,29
2008-01-24,35901,188,15
2008-01-23,85612,866,58
2008-01-22,38498,212,11
2008-01-14,874009,14000,1561
2008-01-14,1895236,14000,864
2008-01-10,51509,463,54
2008-01-10,28137,198,13
2008-01-10,215298,1200,234
2008-01-09,291181,1700,178
2008-01-09,36285,276,35
2008-01-09,293159,1700,85
2008-01-09,1676699,11000,959
2008-01-09,55844,396,70
2007-12-07,263932,2900,332
2007-12-07,116495,1600,160
2007-12-07,32420,153,13
2007-12-04,325832,2000,158
2007-12-04,33691,237,17
2007-11-16,451757,4200,493
2007-11-15,58320,455,62
2007-11-15,85746,572,518
2007-10-30,261166,2800,525
2007-10-27,85176,282,64
2007-10-23,692609,7900,626
2007-10-18,40642,179,29
2007-10-17,41288,258,15
2007-10-13,115890,657,232
2007-10-13,341161,1500,114
2007-10-13,122172,271,35
2007-10-13,54202,620,75
2007-10-11,221293,453,60
2007-10-11,123708,965,178
2007-09-20,99131,622,32
2007-09-19,55481,336,52
2007-09-19,28237,145,58
2007-09-12,412878,3500,355
2007-09-12,457117,4500,1139
2007-09-06,1361854,6400,718
2007-09-05,101974,896,136
2007-08-30,66827,828,57
2007-08-29,71304,298,72
2007-08-23,40764,282,20
